id,log_uuid,application_no,source,live_b64(live image base 64),kyc_avlb(KYC image available),f_match(face match),f_score (img match score),f_remarks,completed,completed_on,created_on,live_img_aqc,date_of_application,request_id
371518,3f769fe7-4040-4c48-9215-8fafcd949f36,1.30651E+12,Agency,293039626,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:36,06:51.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371519,867ef437-6ef1-4aa6-8089-1f3bb4add0d8,1.10007E+12,HDFC Bank,290614077,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:36,06:53.0,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371520,09511540-b499-4c32-8601-211f68ee023f,3.31293E+12,Direct,290893989,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:37,06:54.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371521,f74d0d14-1ae3-4a7d-a3d3-37590a55b845,1.3898E+12,Agency,291118693,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:37,06:55.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371522,d36e50f6-ce29-4354-811f-fbc2bb06c816,1.30951E+12,Agency,291385042,TRUE,TRUE,0.9906523,Match,Match,1/12/2022 19:37,07:05.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371523,d8798047-ec6f-4cfb-b929-e97d8aff1507,1.31376E+12,Agency,289297820,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:37,07:06.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371524,2bac66cc-85fe-458c-8cd8-98634658d387,1.37271E+12,Direct,292739288,TRUE,TRUE,0.9905668,Match,Match,1/12/2022 19:37,07:18.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371525,7d651115-d801-42f0-a3f4-09057f17c2ac,3.35528E+12,Direct,292582262,TRUE,TRUE,0.9916453,Match,Match,1/12/2022 19:37,07:24.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371526,0f0142f2-c171-49a3-aa5c-7252c01a244f,1.37635E+12,Agency,290279744,TRUE,TRUE,0.9908516,Match,Match,1/12/2022 19:37,07:31.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371527,90fc3313-0cf2-4059-9ad7-6f71d46ae5a9,1.32402E+12,Agency,291473085,TRUE,TRUE,0.98998195,Match,Match,1/12/2022 19:37,07:45.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371528,e69a93f6-3c0f-4e1f-9190-91ffccd7b74e,1.30197E+12,Agency,289376654,TRUE,TRUE,0.9904283,Match,Match,1/12/2022 19:38,07:53.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371529,db9c05d6-e93b-4709-aeae-afd0bb954cf2,3.31767E+12,Direct,291648608,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:38,07:54.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371530,675a2a30-94f9-4b6c-a3cf-c20287dd3dec,1.10007E+12,Agency,291891560,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:38,07:55.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371531,20e789e9-fc2e-4937-8285-b3b466e51478,1.10007E+12,Agency,291811016,TRUE,TRUE,0.9890525,Match,Match,1/12/2022 19:38,08:04.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371532,67133ae6-6eb1-45fe-b47e-42bd2950704e,1.39834E+12,Agency,289020811,TRUE,TRUE,0.9414383,Match,Match,1/12/2022 19:38,08:21.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371533,26a03b86-6a4f-4be0-9484-904d62d253ec,1.38792E+12,Agency,292059541,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:38,08:23.1,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371534,dd3aa720-c7c3-4160-89b2-af7e26cfa925,1.31707E+12,Agency,289053170,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:38,08:24.3,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371535,8bf231e3-9e22-440d-b043-9a2e9380bb9e,1.32907E+12,Direct,290905445,TRUE,TRUE,0.99096185,Match,Match,1/12/2022 19:38,08:32.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371536,38f52800-0b62-414c-be4e-112672eb96b5,1.31013E+12,Agency,291103169,TRUE,TRUE,0.99197876,Match,Match,1/12/2022 19:38,08:45.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371537,49616b6c-92aa-4530-ad27-d5ddb7871d6b,3.10007E+12,Agency,291130902,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:38,08:46.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371538,609d5db7-3e56-4779-8f78-8e207eaa3411,1.36682E+12,HDFC Sales,291483014,TRUE,TRUE,0.9902694,Match,Match,1/12/2022 19:38,08:52.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371539,77541992-975f-4d2e-afe2-8e55246dcabc,1.32246E+12,HDFC Bank,278461031,TRUE,FALSE,0.38726082,Not Match,Not Match,1/12/2022 19:39,09:07.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371540,fcdac871-2a90-4c1f-9e71-75a703c392f6,1.33624E+12,Agency,292197711,TRUE,TRUE,0.99099255,Match,Match,1/12/2022 19:39,09:22.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371541,3af77e8e-05ee-44b1-99f2-3b1e680754ca,1.10007E+12,Agency,288971602,TRUE,TRUE,0.9865345,Match,Match,1/12/2022 19:39,09:29.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371542,c9a905d4-374b-4cc1-b147-bda9306b6c7e,1.38154E+12,HDFC Sales,292736663,TRUE,TRUE,0.99109685,Match,Match,1/12/2022 19:39,09:39.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371543,bf15f908-83e5-4125-b8b2-702978a27722,1.35359E+12,HDFC Sales,290185722,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:39,09:40.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371544,3c3066e3-e475-4a33-abfd-969675209090,1.37026E+12,Agency,290571731,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:39,09:42.1,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371545,0aa7a9c9-c707-4caf-9e05-0cbc93c2a382,1.38847E+12,Agency,292112492,TRUE,TRUE,0.9910648,Match,Match,1/12/2022 19:39,09:52.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371546,aa059777-ccdc-4fdd-8afa-a11900d54cf8,1.10007E+12,Agency,289616072,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:40,09:53.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371547,62e5604f-288b-40c1-b921-2a893cf6c40c,1.33184E+12,Agency,292773186,TRUE,TRUE,0.99085134,Match,Match,1/12/2022 19:40,10:27.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371548,f9fc05b5-9c18-4f05-acd4-64ae20a0db09,1.36893E+12,Agency,292446164,TRUE,TRUE,0.9744552,Match,Match,1/12/2022 19:40,10:37.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371549,3a171e49-e543-4e97-bb6e-4bc81c343952,1.37494E+12,Agency,289828976,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:40,10:38.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371550,64b08f88-0dba-40bd-a4be-bb63fa9e50ab,1.10007E+12,Agency,290281311,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:40,10:39.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371551,18e5e3c5-f9b8-4263-85d5-12d911de3e5f,1.10007E+12,Agency,291651160,TRUE,TRUE,0.9905675,Match,Match,1/12/2022 19:40,10:52.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371552,11829f2b-7724-4527-b450-43978170b3be,3.10007E+12,Agency,289929576,TRUE,TRUE,0.9905827,Match,Match,1/12/2022 19:41,10:57.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371553,c291d734-11be-43e1-8b8d-ee45f28b6942,1.10007E+12,HDFC Bank,292622220,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:41,10:59.1,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371554,c48e424d-01a3-4e8b-934e-52e95d47ac1f,1.32003E+12,Agency,291641114,TRUE,TRUE,0.988822,Match,Match,1/12/2022 19:41,11:06.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371555,5840d695-8437-4a56-9d2d-aa93caf5b358,1.32325E+12,Agency,292780727,TRUE,TRUE,0.9908262,Match,Match,1/12/2022 19:41,11:19.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371556,f1704b13-2d2f-4fbc-bdc4-307e50168c9d,1.3581E+12,Agency,291914153,TRUE,TRUE,0.9866304,Match,Match,1/12/2022 19:41,11:24.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371557,b0a23add-b9e8-4aa0-973c-93a27c157b2a,1.38748E+12,Agency,290034674,TRUE,TRUE,0.99078465,Match,Match,1/12/2022 19:41,11:31.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371558,17b33033-b46a-4b9e-ae79-193fae504dba,1.32011E+12,Agency,289082446,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:41,11:33.0,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371559,d907c586-070f-4f6d-a149-2b7a8a16a37f,3.10007E+12,Direct,291392306,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:41,11:34.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371560,68243c95-21cb-4d18-a72b-a8f72b7d0624,1.10007E+12,Agency,292143985,TRUE,TRUE,0.9907808,Match,Match,1/12/2022 19:41,11:49.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371561,2be858f5-8bf4-4380-bec0-afbce6b958ef,1.10007E+12,Agency,290496341,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:41,11:50.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371562,7c04c6c8-0d1a-4b7f-8f3e-b864fc65cd36,1.10007E+12,Agency,292880812,TRUE,TRUE,0.9825717,Match,Match,1/12/2022 19:42,11:58.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371563,619a26ef-39a2-4b37-8e51-1b5b6afbb822,1.37439E+12,Agency,288915789,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:42,11:59.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371564,aef2b485-3280-4abc-8f88-7b080caf36c3,1.36312E+12,Direct,290045799,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:42,12:00.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371565,cd08566d-0d09-42e1-ad08-9312870f6f82,2.31963E+12,Agency,290272151,TRUE,TRUE,0.99178386,Match,Match,1/12/2022 19:42,12:08.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371566,dba523dc-d125-4d93-84ed-a3b5218b700a,1.34045E+12,Agency,290622146,TRUE,TRUE,0.99056566,Match,Match,1/12/2022 19:42,12:20.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371567,6c6acbb0-cfb1-42db-b1b1-1a26ae867b47,1.39564E+12,Agency,291726038,TRUE,TRUE,0.99035686,Match,Match,1/12/2022 19:42,12:30.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371568,077bb153-d2c5-4ca1-9c34-e90d3900fcc5,1.38517E+12,Agency,290353044,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:42,12:32.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371569,0d43e963-4c8f-4a88-806c-be02e97a230c,1.10007E+12,Agency,288948567,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:42,12:33.4,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371570,ee80b64d-b19f-4569-bb60-a9db7b20abcf,3.33945E+12,Direct,292830349,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:42,12:34.6,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371571,644108c4-5e7f-49ee-8f55-3cbdb78a604b,1.35905E+12,Agency,291943480,TRUE,TRUE,0.9903364,Match,Match,1/12/2022 19:42,12:42.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371572,c8dc9ea1-9295-4719-a2c6-58c640bc7018,1.39433E+12,Agency,289795163,TRUE,TRUE,0.990754,Match,Match,1/12/2022 19:42,12:47.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371573,4dd3fdd6-6935-47bf-8dca-5283d9ac3e38,1.38447E+12,Agency,292687140,TRUE,TRUE,0.98419744,Match,Match,1/12/2022 19:43,12:57.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371574,7f4fddb5-c034-413d-a6ca-2b4ab4d70f0d,1.37533E+12,Agency,292621866,TRUE,TRUE,0.948585,Match,Match,1/12/2022 19:43,13:03.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371575,c0b684d4-b1ab-4b76-8e22-089515172454,1.10007E+12,Agency,288864762,TRUE,TRUE,0.9909991,Match,Match,1/12/2022 19:43,13:13.4,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371576,7bb86fdd-4c0e-47a1-8acd-00aac98d5fb6,1.38409E+12,Direct,290732201,TRUE,TRUE,0.99054354,Match,Match,1/12/2022 19:43,13:20.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371577,9361de66-8d26-4ac0-aef1-bbc05880b12d,1.38395E+12,Direct,289779096,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:43,13:21.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371578,d4308665-bc7e-41a5-8148-bd9a1410b774,1.39978E+12,HDFC Bank,290423345,TRUE,FALSE,0.87766767,Not Match,Not Match,1/12/2022 19:44,14:00.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371579,58978904-eb40-402e-bd59-7f74ca7bb153,1.10007E+12,Agency,291262932,TRUE,TRUE,0.99083763,Match,Match,1/12/2022 19:44,14:12.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371580,fcb52a06-0c74-4f75-b7e6-a4bf58b4cb34,1.10007E+12,Direct,290272399,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:44,14:13.3,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371581,7b03eab6-aba5-4802-adad-aa5ad32820a8,1.10007E+12,Direct,292547856,TRUE,TRUE,0.9808292,Match,Match,1/12/2022 19:44,14:28.4,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371582,81573976-5970-49ad-af64-db996ed85d5e,1.10007E+12,Direct,291239778,TRUE,TRUE,0.9904669,Match,Match,1/12/2022 19:44,14:35.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371583,ef20f813-468a-4508-a4ef-2a396b98eb49,1.3417E+12,Direct,292905213,TRUE,TRUE,0.98934656,Match,Match,1/12/2022 19:44,14:43.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371584,c6c07302-9a22-4cd7-8942-c70492a8b86d,1.10007E+12,Broca,289948633,TRUE,TRUE,0.94926476,Match,Match,1/12/2022 19:44,14:49.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371585,376dfe38-78db-4bf2-86db-79c10d54dafd,1.32748E+12,Direct,291291614,TRUE,TRUE,0.99074954,Match,Match,1/12/2022 19:45,14:58.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371586,0e15018b-6b0b-4cd0-83e0-8750d1fdc2f2,1.37168E+12,Direct,290341318,TRUE,TRUE,0.9905462,Match,Match,1/12/2022 19:45,15:26.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371587,b9c8e28b-5fc5-495d-943f-730d782f7655,1.10007E+12,HDFC Bank,291025632,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:45,15:27.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371588,4db00d9d-5bc4-4e2b-8e1a-aba31eecbc89,1.35927E+12,Direct,290627394,TRUE,TRUE,0.9905048,Match,Match,1/12/2022 19:45,15:41.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371589,bf4fdc11-d366-49e0-87d3-bd0d20895f04,1.10007E+12,Agency,288996851,TRUE,TRUE,0.9912781,Match,Match,1/12/2022 19:45,15:52.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371590,d96fd341-401b-42e3-8313-c21c7a5056e3,1.10007E+12,HDFC Sales,292654167,TRUE,TRUE,0.9910027,Match,Match,1/12/2022 19:46,16:05.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371591,860f0a41-6215-418d-a3b5-06baa601ac77,1.34374E+12,HDFC Sales,290282908,TRUE,TRUE,0.9910245,Match,Match,1/12/2022 19:46,16:21.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371592,43a94ea1-49a4-4d74-b8eb-62b634343519,3.30059E+12,Agency,291682821,TRUE,TRUE,0.9905454,Match,Match,1/12/2022 19:46,16:27.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371593,61c19b55-bc45-4472-a173-9b5cbe03355b,1.10007E+12,Agency,292790628,TRUE,TRUE,0.9904867,Match,Match,1/12/2022 19:46,16:33.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371594,e2b8cb94-d9c1-4adc-a234-c3fdb977161d,1.35457E+12,Agency,291751790,TRUE,TRUE,0.9851285,Match,Match,1/12/2022 19:46,16:43.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371595,8d185e39-53aa-4ce2-9543-dbe8c1879ee9,1.31473E+12,Agency,292874191,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:46,16:44.9,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371596,3eadb70e-6a01-4674-b281-62ed7f6c2b29,1.35079E+12,Agency,289869869,TRUE,TRUE,0.9908602,Match,Match,1/12/2022 19:47,17:15.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371597,8b4bfa19-5e54-4b36-97fd-70bcaa7284b6,1.31264E+12,Direct,290979931,TRUE,TRUE,0.9911061,Match,Match,1/12/2022 19:47,17:26.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371598,6c4a0c61-bc46-490b-9ab1-7334d20b9b51,3.34218E+12,Direct,290775268,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:47,17:27.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371599,3bd5a808-a250-48fb-94ed-6799aee58c62,1.36427E+12,Direct,289773805,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:47,17:28.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371600,5791b036-bd89-4fe1-b77e-12da61614e53,1.33069E+12,Agency,291646685,TRUE,TRUE,0.9903216,Match,Match,1/12/2022 19:47,17:37.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371601,138974d3-7c7e-43ac-8590-5d42b3ab6266,1.3579E+12,HDFC Sales,288919062,TRUE,TRUE,0.9909123,Match,Match,1/12/2022 19:47,17:43.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371602,bd291338-2870-4636-950b-143987f0629b,1.36104E+12,Agency,290208224,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:47,17:44.4,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371603,227cc3cb-ef57-4c4f-a712-e6bfbb737b64,1.10007E+12,HDFC Bank,290776156,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:47,17:45.6,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371604,633cd21b-7bdb-484a-b08e-f50e492755f9,1.10007E+12,HDFC Bank,289306649,TRUE,TRUE,0.97562337,Match,Match,1/12/2022 19:48,17:53.4,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371605,01018cbd-f792-4beb-992a-6cb58c0b3580,1.30075E+12,Agency,291115181,TRUE,TRUE,0.991424,Match,Match,1/12/2022 19:48,17:59.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371606,84086aef-9e95-4ebc-9409-3ecb37d08cbd,1.10007E+12,Direct,291021768,TRUE,TRUE,0.99072146,Match,Match,1/12/2022 19:48,18:07.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371607,31796b83-39a9-4f14-950f-672eb5e751af,1.10007E+12,Agency,289637078,TRUE,TRUE,0.99043113,Match,Match,1/12/2022 19:48,18:15.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371608,e7a3b64d-f6fc-4b99-a0da-21753e970593,1.10007E+12,Agency,292994207,TRUE,TRUE,0.9831254,Match,Match,1/12/2022 19:48,18:21.4,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371609,982f8e03-1302-4a62-bc2e-d594880c3b5e,1.10007E+12,Agency,292794666,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:48,18:22.6,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371610,eaa04b20-83d3-4cab-b7cf-acc13abddc10,1.38257E+12,Agency,291689452,TRUE,TRUE,0.9566502,Match,Match,1/12/2022 19:48,18:30.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371611,ebd93b08-0653-4c6c-b867-2fc36f03f0fe,1.39506E+12,Agency,289862531,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:48,18:31.4,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371612,cda82127-cef4-419f-a646-0a60017e2799,1.30174E+12,HDFC Bank,267169333,NULL,NULL,NULL,Reference Documents Not Available,Images not available,1/12/2022 19:48,18:31.4,NULL,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371613,cf97c25b-ec8c-4920-bddb-f886d0b8731d,1.37878E+12,Agency,290959749,TRUE,TRUE,0.9899143,Match,Match,1/12/2022 19:48,18:45.2,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371614,f9138cdb-c1b0-42be-a28c-f12f429ca448,1.10007E+12,HDFC Bank,292978078,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:48,18:46.4,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371615,8a3cef5d-24d3-4de0-be68-940e5f226fe4,1.31618E+12,Agency,290818916,TRUE,TRUE,0.99085534,Match,Match,1/12/2022 19:49,18:53.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371616,26fecbe9-3589-493c-a2dc-91e2ad1ab9c7,1.10007E+12,Agency,292537915,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:49,18:55.1,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371617,a9f98ad4-2b65-412a-abcc-5a40a00a6286,1.10007E+12,Agency,291338785,TRUE,TRUE,0.9905338,Match,Match,1/12/2022 19:49,19:05.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371618,2b170538-4283-46b4-b82d-1382bfd83a3f,1.10007E+12,HDFC Bank,292188997,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:49,19:06.9,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371619,7ff934b7-ce86-4560-b2c4-0950f35cfee8,1.32893E+12,Agency,290171754,TRUE,TRUE,0.9905273,Match,Match,1/12/2022 19:49,19:14.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371620,febe2388-bfcd-4c2b-a2a7-38d1aad1068d,1.10007E+12,HDFC Bank,270304748,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:49,19:15.6,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371621,bca27f1f-5a7f-4013-be75-6afb576f5216,1.35504E+12,Agency,291300891,TRUE,TRUE,0.99150425,Match,Match,1/12/2022 19:49,19:23.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371622,7ec36910-5bbf-4368-8bf4-f9454d8c8638,1.39735E+12,Direct,291790053,TRUE,TRUE,0.98824465,Match,Match,1/12/2022 19:49,19:29.0,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371623,87321673-767f-4b56-a762-4041cfdeaf78,1.35519E+12,Agency,290843376,TRUE,TRUE,0.99096197,Match,Match,1/12/2022 19:49,19:37.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371624,dc267695-8a67-415d-9842-25eda65f17ee,1.33024E+12,Agency,290437491,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 19:49,19:38.9,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371625,de6d1e87-4dda-42dd-afc6-4799092a4243,1.30147E+12,Agency,292658882,TRUE,TRUE,0.9918258,Match,Match,1/12/2022 19:49,19:44.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
